Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description,Condition
Bmw,5-Series,2007,68207,227510,Sedan,4,Automatic Transmission,Gasoline,Brown, Dubai,"2007 Bmw 5-Series With Navigation System, Rear Camera", Dented Door
Nissan,Patrol,2012,212667,150220,SUV,8,Automatic Transmission,Gasoline,Beige, Dubai,"2012 Nissan Patrol With Adaptive Cruise Control, Navigation System", Repainted Bumper
Land-Rover,Lr3,2012,23344,52952,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2012 Land-Rover Lr3 With Bluetooth, Rear Camera, Sunroof, Leather Seats", Dented Door
Mazda,3,2015,16635,218418,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2015 Mazda 3 With Adaptive Cruise Control, Sunroof, Leather Seats", No Damage
Toyota,Land-Cruiser,2013,136446,282843,SUV,6,Automatic Transmission,Gasoline,White,Ajman,"2013 Toyota Land-Cruiser With Bluetooth, Sunroof, Leather Seats", Engine Repaired
Ford,Taurus,2007,66568,28139,Sedan,6,Automatic Transmission,Gasoline,Burgundy, Dubai,"2007 Ford Taurus With Bluetooth, Adaptive Cruise Control", Engine Repaired
Bentley,Continental-Flying-Spur,2008,242854,172310,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2008 Bentley Continental-Flying-Spur With Bluetooth, Rear Camera, Navigation System, Adaptive Cruise Control", Repainted Bumper
Land-Rover,Range-Rover,2021,542598,133362,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2021 Land-Rover Range-Rover With Rear Camera, Leather Seats, Navigation System", Dented Door
Mercedes-Benz,G-Class,2021,893759,76951,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2021 Mercedes-Benz G-Class With Sunroof, Rear Camera, Bluetooth, Navigation System", Accident History
Mitsubishi,Pajero,2013,77306,61805,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2013 Mitsubishi Pajero With Sunroof, Navigation System", Engine Repaired
Mercedes-Benz,G-Class,2013,264781,80364,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2013 Mercedes-Benz G-Class With Bluetooth, Rear Camera", Accident History
Mercedes-Benz,Gl-Class,2024,122472,272408,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2024 Mercedes-Benz Gl-Class With Navigation System, Bluetooth, Adaptive Cruise Control, Leather Seats", Engine Repaired
Mitsubishi,Pajero,2012,84249,86534,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2012 Mitsubishi Pajero With Sunroof, Navigation System", Dented Door
Ferrari,California,2008,239144,12410,Hard Top Convertible,8,Automatic Transmission,Gasoline,Red, Dubai,"2008 Ferrari California With Leather Seats, Rear Camera, Bluetooth", Repainted Bumper
Land-Rover,Range-Rover,2013,386641,154652,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2013 Land-Rover Range-Rover With Bluetooth, Navigation System, Sunroof", Dented Door
Nissan,370Z,2019,39281,120587,Coupe,6,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2019 Nissan 370Z With Navigation System, Sunroof, Adaptive Cruise Control", No Damage
Infiniti,Qx60,2007,48795,193321,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2007 Infiniti Qx60 With Adaptive Cruise Control, Sunroof, Bluetooth, Leather Seats", Repainted Bumper
Kia,Quoris,2009,44675,241316,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai,"2009 Kia Quoris With Adaptive Cruise Control, Leather Seats", Accident History
Land-Rover,Range-Rover,2019,142351,24980,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2019 Land-Rover Range-Rover With Navigation System, Rear Camera, Leather Seats", Repainted Bumper
Mercedes-Benz,E-Class,2013,82097,186382,Coupe,6,Automatic Transmission,Gasoline,Black, Dubai,"2013 Mercedes-Benz E-Class With Adaptive Cruise Control, Leather Seats, Navigation System", Engine Repaired
Lamborghini,Urus,2016,1355096,168796,SUV,8,Automatic Transmission,Gasoline,Orange, Dubai,"2016 Lamborghini Urus With Leather Seats, Adaptive Cruise Control, Sunroof", Repainted Bumper
Chevrolet,Tahoe,2022,76052,253929,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 Chevrolet Tahoe With Bluetooth, Navigation System", Accident History
Ford,Mustang,2022,91123,76175,Sports Car,8,Manual Transmission,Gasoline,Red, Sharjah,"2022 Ford Mustang With Bluetooth, Navigation System, Rear Camera", Engine Repaired
Infiniti,Q80,2005,219976,244918,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2005 Infiniti Q80 With Rear Camera, Navigation System, Bluetooth", Minor Scratches
Land-Rover,Defender,2010,382750,290413,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2010 Land-Rover Defender With Bluetooth, Rear Camera", Dented Door
Mitsubishi,Pajero,2012,55306,289543,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2012 Mitsubishi Pajero With Sunroof, Bluetooth", Dented Door
Renault,Dokker,2011,38507,171420,Van,4,Manual Transmission,Gasoline,White, Sharjah,"2011 Renault Dokker With Adaptive Cruise Control, Sunroof, Leather Seats", Accident History
Land-Rover,Range-Rover-Sport,2016,114314,150367,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2016 Land-Rover Range-Rover-Sport With Bluetooth, Sunroof", Accident History
Land-Rover,Range-Rover,2018,190414,239067,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2018 Land-Rover Range-Rover With Adaptive Cruise Control, Navigation System, Rear Camera, Leather Seats", Repainted Bumper
Jeep,Grand-Cherokee,2007,178196,143387,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2007 Jeep Grand-Cherokee With Rear Camera, Leather Seats, Sunroof, Navigation System", Engine Repaired
Nissan,Patrol,2008,133981,140075,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2008 Nissan Patrol With Navigation System, Bluetooth, Rear Camera", Repainted Bumper
Mazda,Cx-9,2024,25350,25558,SUV,6,Automatic Transmission,Gasoline,Red, Sharjah,"2024 Mazda Cx-9 With Rear Camera, Navigation System, Bluetooth", Accident History
Mercedes-Benz,C-Class,2014,230843,248037,Sedan,4,Automatic Transmission,Gasoline,Gold, Dubai,"2014 Mercedes-Benz C-Class With Rear Camera, Sunroof, Bluetooth, Navigation System", Minor Scratches
Nissan,Patrol,2010,86011,218081,Other,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2010 Nissan Patrol With Sunroof, Navigation System, Bluetooth, Adaptive Cruise Control", Accident History
Lexus,Lx-Series,2008,117725,181073,SUV,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2008 Lexus Lx-Series With Navigation System, Leather Seats", Dented Door
Bentley,Bentayga,2006,471537,103982,SUV,12,Automatic Transmission,Gasoline,Gold, Dubai,"2006 Bentley Bentayga With Rear Camera, Navigation System", Minor Scratches
Gmc,Acadia,2020,38837,39804,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2020 Gmc Acadia With Bluetooth, Navigation System", Accident History
Mini,Countryman,2019,186936,283349,Hatchback,4,Automatic Transmission,Gasoline,Green, Dubai,"2019 Mini Countryman With Rear Camera, Navigation System, Bluetooth, Adaptive Cruise Control", Repainted Bumper
Dodge,Charger,2009,59021,51082,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2009 Dodge Charger With Bluetooth, Navigation System, Adaptive Cruise Control", No Damage
Gmc,Yukon,2008,119217,93047,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2008 Gmc Yukon With Bluetooth, Sunroof, Leather Seats, Navigation System", Accident History
Dodge,Charger,2014,56762,124783,Sports Car,8,Automatic Transmission,Gasoline,Red, Ajman,"2014 Dodge Charger With Bluetooth, Adaptive Cruise Control, Rear Camera", Accident History
Mitsubishi,Pajero,2010,37484,245474,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2010 Mitsubishi Pajero With Navigation System, Rear Camera, Leather Seats, Bluetooth", Repainted Bumper
Mercedes-Benz,Glc,2022,162874,161773,Crossover,4,Automatic Transmission,Gasoline,Black, Dubai,"2022 Mercedes-Benz Glc With Leather Seats, Rear Camera", No Damage
Land-Rover,Range-Rover,2022,28945,168272,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2022 Land-Rover Range-Rover With Bluetooth, Leather Seats, Sunroof", Repainted Bumper
Mercedes-Benz,Cls-Class,2013,95633,114222,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2013 Mercedes-Benz Cls-Class With Rear Camera, Navigation System, Bluetooth", Accident History
Honda,Civic,2016,43939,30405,Sedan,4,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2016 Honda Civic With Sunroof, Leather Seats, Navigation System, Rear Camera", Dented Door
Mercedes-Benz,E-Class,2005,57029,287356,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 Mercedes-Benz E-Class With Adaptive Cruise Control, Leather Seats, Sunroof, Bluetooth", Dented Door
Cadillac,Ats,2024,53214,287819,Sedan,4,Automatic Transmission,Gasoline,Red, Ajman,"2024 Cadillac Ats With Bluetooth, Navigation System, Adaptive Cruise Control, Sunroof", Accident History
Mitsubishi,Attrage,2012,23363,51288,Sedan,3,Automatic Transmission,Gasoline,Silver, Dubai,"2012 Mitsubishi Attrage With Sunroof, Bluetooth", Accident History
Ford,F-Series-Pickup,2013,105833,249818,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2013 Ford F-Series-Pickup With Adaptive Cruise Control, Leather Seats, Rear Camera", Repainted Bumper
Bmw,7-Series,2005,68420,210361,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2005 Bmw 7-Series With Navigation System, Leather Seats, Rear Camera, Sunroof", Minor Scratches
Maserati,Levante,2005,260028,167163,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 Maserati Levante With Rear Camera, Leather Seats", No Damage
Bmw,X5,2013,253369,299366,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2013 Bmw X5 With Navigation System, Sunroof, Leather Seats, Bluetooth", Accident History
Lexus,Lx-Series,2014,91278,214068,SUV,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2014 Lexus Lx-Series With Leather Seats, Sunroof, Rear Camera", Repainted Bumper
Jeep,Wrangler-Unlimited,2022,107223,280600,Hard Top Convertible,6,Automatic Transmission,Gasoline,Grey, Dubai,"2022 Jeep Wrangler-Unlimited With Navigation System, Rear Camera, Adaptive Cruise Control, Leather Seats", No Damage
Ford,F-Series-Pickup,2012,146209,182410,Pick Up Truck,6,Manual Transmission,Gasoline,Red, Dubai,"2012 Ford F-Series-Pickup With Adaptive Cruise Control, Sunroof", Dented Door
Ford,Escape,2016,37042,71013,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2016 Ford Escape With Bluetooth, Sunroof", Accident History
Porsche,Cayenne,2010,384290,247794,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2010 Porsche Cayenne With Navigation System, Adaptive Cruise Control, Bluetooth", Minor Scratches
Ford,Mustang,2023,122871,188323,Coupe,8,Automatic Transmission,Gasoline,White, Dubai,"2023 Ford Mustang With Adaptive Cruise Control, Bluetooth", No Damage
Audi,Q5,2011,86734,247991,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2011 Audi Q5 With Adaptive Cruise Control, Rear Camera, Navigation System, Bluetooth", Repainted Bumper
Kia,Optima,2023,39241,247893,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 Kia Optima With Sunroof, Adaptive Cruise Control", No Damage
Nissan,Patrol,2017,142314,145955,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2017 Nissan Patrol With Navigation System, Leather Seats, Adaptive Cruise Control, Rear Camera", Dented Door
Audi,A3,2015,50311,261661,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2015 Audi A3 With Sunroof, Leather Seats, Navigation System", No Damage
Nissan,Sunny,2012,17486,73940,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2012 Nissan Sunny With Leather Seats, Navigation System, Adaptive Cruise Control, Sunroof", No Damage
Lincoln,Mkx,2016,28982,139936,SUV,6,Automatic Transmission,Gasoline,Brown, Dubai,"2016 Lincoln Mkx With Leather Seats, Adaptive Cruise Control", Dented Door
Nissan,Patrol,2023,140141,109434,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2023 Nissan Patrol With Rear Camera, Adaptive Cruise Control", Dented Door
Nissan,Patrol,2010,122889,111054,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2010 Nissan Patrol With Rear Camera, Adaptive Cruise Control, Navigation System, Leather Seats", Engine Repaired
Honda,Crosstour,2006,57246,226674,Crossover,6,Automatic Transmission,Gasoline,Blue, Dubai,"2006 Honda Crosstour With Leather Seats, Bluetooth, Rear Camera", Accident History
Volkswagen,Golf,2010,56507,294238,Hatchback,4,Automatic Transmission,Gasoline,Grey, Dubai,"2010 Volkswagen Golf With Rear Camera, Bluetooth, Adaptive Cruise Control, Leather Seats", Engine Repaired
Lexus,Ls-Series,2023,29006,257228,Sedan,8,Automatic Transmission,Gasoline,Grey, Sharjah,"2023 Lexus Ls-Series With Rear Camera, Bluetooth, Navigation System", Repainted Bumper
Mercedes-Benz,Gle-Class,2013,345388,272438,SUV,4,Automatic Transmission,Gasoline,Other Color, Dubai,"2013 Mercedes-Benz Gle-Class With Sunroof, Bluetooth", Dented Door
Audi,A8,2007,123363,264738,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2007 Audi A8 With Sunroof, Bluetooth", Repainted Bumper
Nissan,Maxima,2016,48967,68542,Sedan,6,Automatic Transmission,Gasoline,Purple, Dubai,"2016 Nissan Maxima With Adaptive Cruise Control, Bluetooth", Accident History
Honda,Accord,2017,34064,197694,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2017 Honda Accord With Navigation System, Rear Camera, Bluetooth, Leather Seats", No Damage
Honda,Civic,2023,63058,52486,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2023 Honda Civic With Rear Camera, Leather Seats", Accident History
Kia,Optima,2005,41168,78847,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2005 Kia Optima With Adaptive Cruise Control, Navigation System", Minor Scratches
Mercedes-Benz,G-Class,2006,1146454,111307,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2006 Mercedes-Benz G-Class With Sunroof, Leather Seats", Repainted Bumper
Audi,A6,2016,50809,84300,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai,"2016 Audi A6 With Navigation System, Bluetooth, Leather Seats, Adaptive Cruise Control", Accident History
Lexus,Rx-Series,2017,86697,159239,SUV,6,Automatic Transmission,Gasoline,Gold, Abu Dhabi,"2017 Lexus Rx-Series With Bluetooth, Rear Camera", No Damage
Bmw,7-Series,2009,420664,64060,Sedan,8,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2009 Bmw 7-Series With Adaptive Cruise Control, Bluetooth, Sunroof, Rear Camera", Minor Scratches
Mitsubishi,Pajero,2021,55658,69438,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2021 Mitsubishi Pajero With Bluetooth, Adaptive Cruise Control, Navigation System", Dented Door
Ford,Escape,2019,39149,149479,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2019 Ford Escape With Sunroof, Leather Seats, Navigation System", Repainted Bumper
Mercedes-Benz,E-Class,2012,38472,52731,Coupe,4,Automatic Transmission,Gasoline,White, Dubai,"2012 Mercedes-Benz E-Class With Bluetooth, Leather Seats", Dented Door
Jeep,Wrangler-Unlimited,2012,235245,254697,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2012 Jeep Wrangler-Unlimited With Sunroof, Leather Seats, Navigation System, Rear Camera", Repainted Bumper
Nissan,Versa,2019,22157,220922,Sedan,4,Automatic Transmission,Gasoline,Red, Dubai,"2019 Nissan Versa With Adaptive Cruise Control, Bluetooth, Sunroof", Repainted Bumper
Bmw,4-Series,2017,112194,180741,Sedan,4,Automatic Transmission,Gasoline,Blue, Dubai,"2017 Bmw 4-Series With Leather Seats, Adaptive Cruise Control, Rear Camera, Navigation System", Accident History
Mercedes-Benz,C-Class,2015,277601,162847,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2015 Mercedes-Benz C-Class With Navigation System, Rear Camera, Bluetooth", Dented Door
Ford,Edge,2023,78096,212645,SUV,6,Automatic Transmission,Gasoline,Blue, Dubai,"2023 Ford Edge With Navigation System, Leather Seats, Sunroof", Dented Door
Nissan,Patrol,2015,144029,293852,SUV,6,Automatic Transmission,Gasoline,Black, Sharjah,"2015 Nissan Patrol With Adaptive Cruise Control, Leather Seats", No Damage
Toyota,Hiace,2020,113598,108181,Pick Up Truck,6,Manual Transmission,Gasoline,White, Ajman,"2020 Toyota Hiace With Rear Camera, Sunroof, Navigation System, Adaptive Cruise Control", No Damage
Toyota,Hiace,2011,43588,56465,Van,4,Automatic Transmission,Gasoline,White, Dubai,"2011 Toyota Hiace With Leather Seats, Sunroof", Minor Scratches
Dodge,Durango,2014,51141,187503,SUV,6,Automatic Transmission,Gasoline,Gold, Dubai,"2014 Dodge Durango With Bluetooth, Rear Camera, Adaptive Cruise Control, Sunroof", Minor Scratches
Bmw,3-Series,2024,20308,211980,Sedan,4,Automatic Transmission,Gasoline,Black, Dubai,"2024 Bmw 3-Series With Sunroof, Navigation System, Adaptive Cruise Control", Engine Repaired
Jeep,Grand-Cherokee,2018,51017,158954,SUV,6,Automatic Transmission,Gasoline,Silver, Sharjah,"2018 Jeep Grand-Cherokee With Rear Camera, Sunroof", Accident History
Lotus,Evora,2011,390380,66282,Coupe,6,Automatic Transmission,Gasoline,Silver, Dubai,"2011 Lotus Evora With Adaptive Cruise Control, Rear Camera, Bluetooth", Repainted Bumper
Mitsubishi,Pajero,2019,31023,156229,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2019 Mitsubishi Pajero With Sunroof, Leather Seats", Dented Door
Lexus,Es-Series,2012,159447,209521,Sedan,6,Automatic Transmission,Gasoline,White, Sharjah,"2012 Lexus Es-Series With Navigation System, Adaptive Cruise Control, Leather Seats, Bluetooth", No Damage
Ferrari,488-Gtb,2017,918517,35186,Coupe,8,Automatic Transmission,Gasoline,Red, Dubai,"2017 Ferrari 488-Gtb With Navigation System, Sunroof, Leather Seats", Dented Door
Bmw,X6,2016,175795,178316,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2016 Bmw X6 With Adaptive Cruise Control, Navigation System, Leather Seats", Dented Door
Lexus,Rx-Series,2019,180754,260235,SUV,6,Automatic Transmission,Hybrid,Silver, Dubai,"2019 Lexus Rx-Series With Bluetooth, Navigation System, Adaptive Cruise Control, Rear Camera", Repainted Bumper
Bmw,7-Series,2005,170338,144138,Sedan,8,Automatic Transmission,Gasoline,Brown, Dubai,"2005 Bmw 7-Series With Sunroof, Leather Seats, Navigation System", No Damage
Kia,Optima,2018,38552,187129,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2018 Kia Optima With Sunroof, Rear Camera, Navigation System, Adaptive Cruise Control", Engine Repaired
Mercedes-Benz,G-Class,2022,146553,295444,SUV,8,Automatic Transmission,Gasoline,Burgundy, Dubai,"2022 Mercedes-Benz G-Class With Bluetooth, Navigation System, Adaptive Cruise Control, Leather Seats", Dented Door
Hyundai,Tucson,2011,127541,173773,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2011 Hyundai Tucson With Adaptive Cruise Control, Rear Camera", Repainted Bumper
Porsche,Panamera,2016,462714,223210,Coupe,6,Automatic Transmission,Gasoline,White, Al Ain,"2016 Porsche Panamera With Navigation System, Leather Seats, Rear Camera, Sunroof", Accident History
Mercedes-Benz,S-Class,2019,178418,94331,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2019 Mercedes-Benz S-Class With Adaptive Cruise Control, Bluetooth, Leather Seats, Rear Camera", Accident History
Bmw,7-Series,2008,132980,286429,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2008 Bmw 7-Series With Leather Seats, Bluetooth, Navigation System, Sunroof", No Damage
